name,return_max,return_min,ic_mean,ic_std,ir
alpha029,-4.70595337191182,0.5095016608702707,-0.0025351993022708786,0.15920575208781051,-0.015924043377984108
alpha015,-3.3192006098281546,0.12768824174447246,0.009897397293619895,0.08470011879302004,0.11685222446742918
alpha014,-2.5248780576414553,0.5174376225003385,-0.0019776374110507407,0.11699539104548831,-0.01690354973284227
alpha028,5.762477723416648,-0.6404374791402212,0.007123583309494346,0.11481555480723551,0.06204371281795546
alpha002,-0.30210903168459424,-0.033713808951230106,0.00037759809681967927,0.09901592142734952,0.003813508892069772
alpha016,-2.342757685592778,-0.13944096860285526,0.011190103455403666,0.09034007030444294,0.12386644617049114
alpha017,0.7987783049512309,-0.8397268152715576,0.008504327961890705,0.14941761594575445,0.05691650149857947
alpha003,-1.8785313661617842,3.9733673331809882,-0.008045698198544731,0.0808435540341029,-0.09952182699873324
alpha013,-0.8579748997172842,0.05200558959472801,0.010016645495385309,0.09567441625702666,0.10469513049837553
alpha012,-4.046272598748901,-6.248243217717997,0.009390907233654872,0.0977284651169908,0.09609183181597103
alpha006,-3.8268071467195686,2.8030579683835377,-0.006636761819936229,0.12743552552687107,-0.052079369488979746
alpha010,-2.35094455772078,-5.626629189500187,0.012207562158056727,0.14878979676502105,0.08204569415022281
alpha038,1.927877703202796,-1.027576741496894,0.00924920697317746,0.16485884969328551,0.05610379418748406
alpha039,-6.034334814245534,1.3318638189696586,-0.014875059833725232,0.19281644506472684,-0.07714621970512837
alpha005,-1.6765916631289457,-4.436631537489966,-0.005410865766149956,0.18011719191766054,-0.03004080681328576
alpha011,1.5363642132704136,-0.06134911177957392,0.001372383053934064,0.13389560454689398,0.01024964978184491
alpha077,-0.7670356023581348,-3.532282821216981,0.008516511386880752,0.12209783114529248,0.0697515370010658
alpha088,0.6570469692612768,-0.23648945117860087,0.033335131269943204,0.13175955798036593,0.2529997199513269
alpha049,-0.8055449217403421,-3.548466352762958,-0.008504858445842619,0.14337956855476483,-0.05931708772435124
alpha101,-1.0695043721964392,0.6682507208632948,-0.020187604876121198,0.16197044278527184,-0.12463758528390514
alpha060,1.0542980823635695,-4.471533415286721,0.021596397589864137,0.15008095298722038,0.1438983239379024
alpha071,-2.3836110977548675,-0.6677657767251155,-0.001439291997848375,0.0832285144929519,-0.017293255882516796
alpha098,1.5629472245026754,-1.6251082772200665,-0.000346624101560709,0.09022283694069635,-0.003841866575183683
alpha073,0.10854498405210578,0.7495995555140134,-0.009503622064780398,0.1550399921256643,-0.061297875048119475
alpha066,-1.5374765749509578,1.1868290997485431,0.00017181226527313977,0.08353395201919868,0.002056795603704372
alpha072,-2.025232766753593,-0.3532905816427956,0.0050900485600242915,0.10611914799337636,0.047965411108860365
